SRVID;Date d'ouverture co;Date de souscription;Techno;Reseau;Code INSEE;Adresse IP;OPTIONS;Nb STB;STB1;STB2;STB3;STB4;STB5;STB6;STB7;STB8;STB9;STB10
37930747;;01/06/2022 10:47;FIBRE;BYT;25462;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
27090606;;21/08/2018 09:46;FIBRE;BYT;29254;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
32606722;20/10/2021 09:40;02/03/2020 12:16;FIBRE;BYT;49007;31.35.185.146;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011927303170;;;;;;;;;
30577695;04/03/2022 19:52;29/07/2018 07:39;FIBRE;BYT;94034;94.239.116.181;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | MULTI | SVOD | VOD | VOD_24;2;272011813320171;271011604023688;;;;;;;;
27332165;08/07/2019 13:34;10/05/2016 14:37;XDSL;BYT;33108;31.36.42.111;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | PVR_40 | SVOD | TIME | VOD | VOD_24;1;222060420515542;;;;;;;;;
32678556;30/04/2022 20:45;08/04/2020 10:18;FIBRE;BYT;69271;176.147.41.25;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011825606542;;;;;;;;;
31984078;30/09/2019 18:06;29/09/2019 15:35;XDSL;BYT;66136;89.84.169.102;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | OTT_LIVE_DRM_STB | SVOD | TIME | VOD | VOD_24;1;271011534504039;;;;;;;;;
34842314;16/09/2021 11:44;01/09/2021 17:22;FIBRE;BYT;35210;31.36.236.233;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;271011606406899;;;;;;;;;
32864236;10/11/2021 08:01;29/06/2020 05:31;FIBRE;BYT;44168;176.177.197.201;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_OCS | HD | IPTV_STO | IPTV_SVOD_OCS | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011012200687;;;;;;;;;
37376903;06/05/2022 20:02;06/04/2022 11:27;FIBRE;BYT;77288;176.160.127.249;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_PACK_3 | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011034418564;;;;;;;;;
31224814;23/12/2021 12:10;20/12/2018 19:44;XDSL;BYT;83134;31.35.231.98;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | MULTI | OTT_LIVE_DRM_STB | SVOD | TIME | VOD | VOD_24;1;271011742613457;;;;;;;;;
37523197;26/04/2022 17:39;22/04/2022 11:25;XDSL;BYT;59273;176.191.64.75;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_BYT_BBOXCINE | IPTV_BYT_GRAND_ANGLE | IPTV_BYT_OCS | IPTV_SVOD_OCS | LIVE | SVOD | VOD | VOD_24;1;271011729106541;;;;;;;;;
27892079;07/10/2020 16:04;07/10/2020 13:30;FIBRE;BYT;56121;31.38.209.188;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011935604866;;;;;;;;;
30436431;19/11/2021 17:49;19/11/2021 15:46;XDSL;BYT;73011;62.35.234.185;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | OTT_LIVE_DRM_STB | SVOD | TIME | VOD | VOD_24;1;271011801400242;;;;;;;;;
20242123;08/07/2017 16:18;22/02/2012 16:10;XDSL;BYT;27397;89.80.246.194;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011448027226;;;;;;;;;
33946018;02/02/2022 13:58;28/04/2021 16:37;XDSL;BYT;57620;100.66.78.112;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011721418837;;;;;;;;;
37780148;;14/05/2022 09:16;FIBRE;BYT;43185;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
32080579;24/01/2022 12:52;21/09/2019 13:46;FIBRE;BYT;06088;94.238.124.234;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011902224623;;;;;;;;;
32008373;31/03/2021 09:37;11/09/2019 21:38;XDSL;BYT;27448;89.80.219.27;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011716611560;;;;;;;;;
32681592;22/04/2020 10:16;10/04/2020 16:29;FIBRE;BYT;06088;176.151.194.225;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_PBCANALB | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011818510859;;;;;;;;;
21339573;11/03/2022 15:10;06/04/2011 00:00;XDSL;BYT;13204;31.37.99.24;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011105719718;;;;;;;;;
32820196;17/02/2022 09:04;14/06/2021 09:43;XDSL;BYT;57221;100.66.95.253;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_BYT_OCS | IPTV_BYT_SALTO | IPTV_SVOD_OCS | LIVE | SVOD | TIME | VOD | VOD_24;1;271011807304521;;;;;;;;;
20922349;22/05/2018 03:21;12/10/2017 07:52;FIBRE;BYT;69381;176.158.108.55;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011647629608;;;;;;;;;
32244055;26/11/2019 16:29;12/11/2019 14:04;FIBRE;BYT;44143;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_SALTO | HD | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
35265442;04/11/2021 11:59;01/10/2021 19:14;FIBRE;BYT;92035;176.144.201.200;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011102123443;;;;;;;;;
29051554;11/08/2017 19:22;07/08/2017 17:41;XDSL;BYT;67372;128.78.162.119;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;1;222066245402378;;;;;;;;;
36899776;08/03/2022 15:24;19/02/2022 20:08;FIBRE;BYT;93047;176.131.46.13;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011018708311;;;;;;;;;
32515721;20/04/2021 11:32;20/04/2021 08:35;FIBRE;BYT;49099;31.35.175.52;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_DIVERTI | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011937204038;;;;;;;;;
32743485;28/09/2020 09:43;22/05/2020 16:43;FIBRE;BYT;59527;176.138.20.146;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011941309245;;;;;;;;;
33778805;27/03/2021 17:32;10/03/2021 16:10;XDSL;BYT;22004;176.149.76.150;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | RISK_2 | SVOD | TIME;1;272011029404892;;;;;;;;;
30863019;10/12/2021 11:51;20/09/2018 06:39;FIBRE;BYT;69266;5.51.151.5;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_PBCANALB | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011810509289;;;;;;;;;
31810615;12/07/2019 12:46;03/07/2019 13:31;FIBRE;BYT;35115;176.139.10.27;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011909425876;;;;;;;;;
28667098;07/05/2017 15:38;07/04/2017 17:37;XDSL;BYT;74250;;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
33694023;15/02/2021 17:47;10/02/2021 12:07;XDSL;FT;83036;;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
36224030;;10/12/2021 17:49;FIBRE;BYT;89024;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
30909840;14/12/2021 00:47;10/12/2021 16:33;FIBRE;BYT;93055;87.91.56.242;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011818518399;;;;;;;;;
37998547;;07/06/2022 18:04;FIBRE;BYT;62457;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
33401587;05/09/2021 17:35;16/11/2020 18:55;FIBRE;BYT;69389;176.185.164.15;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_OCS | FIBRE_OL_TV | HD | IPTV_MYTF1MAX_INCLUS | IPTV_STO | IPTV_SVOD_OCS | LIVE | SVOD | VOD | VOD_24;1;272011031616954;;;;;;;;;
30947921;22/04/2020 15:53;06/10/2018 14:01;XDSL;AX;26107;89.94.129.243;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | OTT_LIVE_DRM_STB | SVOD | TIME | VOD | VOD_24;1;271011711431253;;;;;;;;;
36286661;04/01/2022 10:51;16/12/2021 11:08;FIBRE;BYT;78620;176.160.45.82;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011526006985;;;;;;;;;
36232474;29/12/2021 15:21;11/12/2021 16:24;FIBRE;BYT;51562;176.179.124.203;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_JEUNESSE | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011816719635;;;;;;;;;
35765576;26/11/2021 14:44;09/11/2021 19:29;FIBRE;BYT;38281;176.137.190.164;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011536508962;;;;;;;;;
34436420;04/08/2021 09:44;20/07/2021 10:43;FIBRE;BYT;92062;176.159.104.203;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011450612196;;;;;;;;;
32050862;05/01/2022 11:04;08/09/2021 13:33;FIBRE;BYT;62531;176.174.78.8;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011114625922;;;;;;;;;
31896339;15/01/2021 01:49;04/08/2019 06:24;FIBRE;BYT;93029;176.182.221.247;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | FIBRE_SALTO | HD | IPTV_STO | LIVE | MULTI | SVOD | VOD | VOD_24;2;272011020701668;271011604201631;;;;;;;;
32660896;30/03/2020 11:55;19/03/2020 06:06;FIBRE;BYT;77209;31.35.10.135;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011803601853;;;;;;;;;
27819469;18/04/2022 20:22;07/09/2016 22:15;XDSL;BYT;13022;100.65.211.37;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | VOD | VOD_24;1;222060620307690;;;;;;;;;
31537247;16/07/2020 12:36;16/07/2020 07:30;FIBRE;BYT;62386;87.88.68.156;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | MULTI | SVOD | VOD | VOD_24;2;271011821120333;272011952500427;;;;;;;;
32929984;;28/07/2020 08:02;XDSL;BYT;94041;;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
31023940;26/07/2021 12:43;17/02/2021 10:51;FIBRE;BYT;59467;31.37.141.129;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011001509692;;;;;;;;;
32131656;30/06/2021 11:44;07/10/2019 14:58;FIBRE;BYT;34032;89.84.166.130;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011916300575;;;;;;;;;
28553182;19/10/2019 19:36;01/03/2017 06:24;FIBRE;BYT;69388;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD;0;;;;;;;;;;
27260339;11/12/2018 19:42;18/10/2018 07:30;FIBRE;BYT;53130;128.78.82.101;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;222060605527023;;;;;;;;;
33449948;18/05/2022 11:52;01/12/2020 10:45;FIBRE;BYT;51506;176.165.242.16;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011034204444;;;;;;;;;
25168262;04/04/2018 18:33;19/11/2014 08:12;XDSL;BYT;94080;89.87.68.205;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;1;222067313501638;;;;;;;;;
33791214;19/03/2021 18:29;11/03/2021 08:13;FIBRE;BYT;77449;87.91.24.166;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011043711801;;;;;;;;;
27285849;16/06/2017 19:33;22/04/2016 22:19;XDSL;BYT;35001;;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
33254056;22/10/2020 10:18;08/10/2020 10:23;FIBRE;BYT;30169;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
31777201;01/07/2019 17:47;25/06/2019 17:48;XDSL;BYT;83137;89.83.92.123;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;1;271011734207276;;;;;;;;;
20127340;21/05/2018 18:54;04/04/2018 07:51;FIBRE;BYT;69382;176.158.125.35;BBOX_FIBRE | RADIO_FIBRE | FIBRE_BASIC | HD | LIVE | PVR_40 | SVOD | VOD | VOD_24;1;222060449316674;;;;;;;;;
28434350;14/09/2017 09:24;24/01/2017 19:33;XDSL;FT;71150;176.140.112.105;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | LIVE | SVOD | TIME | VOD | VOD_24;1;271011702210476;;;;;;;;;
36062961;20/01/2022 12:38;27/11/2021 11:58;FIBRE;BYT;69069;87.89.160.11;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011830317556;;;;;;;;;
32432185;01/06/2021 19:11;01/06/2021 15:34;FIBRE;BYT;59586;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_PLAYZERB | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
21643482;05/05/2022 14:45;05/05/2022 10:33;FIBRE;BYT;13206;176.141.109.155;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;271011808208333;;;;;;;;;
30158159;24/05/2022 19:16;05/04/2018 04:31;FIBRE;BYT;64102;89.88.50.179;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011605524361;;;;;;;;;
33021578;16/04/2022 10:02;30/09/2021 07:34;FIBRE;BYT;92024;176.134.167.253;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011514404697;;;;;;;;;
27309374;12/10/2019 18:10;12/05/2016 17:22;XDSL;BYT;35327;176.188.235.43;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | VOD | VOD_24;1;271011714604534;;;;;;;;;
36981205;10/03/2022 21:11;28/02/2022 16:10;XDSL;BYT;74119;176.129.57.156;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;271011717642390;;;;;;;;;
23003249;19/03/2021 19:08;19/03/2021 05:32;XDSL;FT;83100;176.157.66.132;BBOX_FT | RADIO_FT | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | LIVE | PVR | SVOD | VOD | VOD_24;1;222067324102665;;;;;;;;;
33316637;14/11/2020 13:46;23/10/2020 07:34;FIBRE;BYT;59079;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
31185653;20/01/2019 11:04;14/12/2018 11:32;XDSL;FT;83063;176.152.212.211;BBOX_FT | RADIO_FT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_FT_BASIC | IPTV_FT_BASIC_ADVANC | LIVE | SVOD | TIME | VOD | VOD_24;1;271011745311489;;;;;;;;;
35071228;;17/09/2021 15:44;FIBRE;BYT;92012;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
30160595;19/05/2018 03:00;04/04/2018 05:43;FIBRE;BYT;06088;176.151.193.32;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011735121302;;;;;;;;;
27376655;01/09/2021 08:42;13/05/2016 11:28;FIBRE;BYT;75116;176.188.1.63;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011605521854;;;;;;;;;
27228112;20/06/2021 15:59;11/04/2016 18:15;XDSL;BYT;34003;31.34.30.87;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | HD | IPTV_BYT_BASIC | IPTV_STO | LIVE | SVOD | TIME | VOD | VOD_24;1;222060437108307;;;;;;;;;
33397434;23/11/2020 14:42;15/11/2020 09:09;FIBRE;BYT;91549;176.134.27.114;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011031600404;;;;;;;;;
28986671;21/11/2017 19:07;28/07/2017 13:38;XDSL;BYT;92063;;BBOX_BYT | RADIO_BYT | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | HD | IPTV_BYT_BASIC | IPTV_BYT_BASIC_ADVAN | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
32489647;19/02/2020 16:12;23/01/2020 11:00;FIBRE;BYT;06123;176.168.187.91;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011928413630;;;;;;;;;
31760254;13/11/2020 08:39;29/10/2020 20:32;FIBRE;BYT;34192;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
20382060;;14/12/2009 23:02;XDSL;BYT;92048;;BBOX_BYT | RADIO_BYT | HD | IPTV_BYT_BASIC | LIVE | SVOD | TIME | VOD | VOD_24;0;;;;;;;;;;
22270803;27/04/2021 05:12;13/12/2017 09:09;FIBRE;BYT;78490;100.64.127.132;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;271011532311635;;;;;;;;;
31698619;;17/05/2019 14:21;FIBRE;BYT;25388;;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;0;;;;;;;;;;
35582239;26/02/2022 10:43;26/02/2022 07:33;FIBRE;BYT;49020;31.35.178.95;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | LIVE | SVOD | VOD | VOD_24;1;272011045622428;;;;;;;;;
21698150;06/02/2021 11:10;05/02/2021 16:50;FIBRE;BYT;75120;176.183.248.254;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011805208400;;;;;;;;;
36222069;12/01/2022 16:53;28/12/2021 17:00;FIBRE;BYT;34108;89.82.245.1;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | SVOD | VOD | VOD_24;1;272011102415757;;;;;;;;;
20530237;14/03/2022 13:08;01/03/2022 15:33;FIBRE;BYT;08409;100.66.245.2;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_STO | LIVE | OTT_LIVE_DRM_STB | SVOD | VOD | VOD_24;1;272011112105695;;;;;;;;;
33291242;06/06/2022 19:53;17/10/2020 05:16;FIBRE;BYT;83126;176.150.212.72;BBOX_FIBRE | RADIO_FIBRE | EXT_OTT_ACCESS | EXT_OTT_TVBASIC | FIBRE_BASIC | HD | IPTV_MYTF1MAX_INCLUS | LIVE | MULTI | SVOD | VOD | VOD_24;2;272011114627878;272011105114811;;;;;;;;
